pan,name,date,rosette,cauline,days
1,A1-1-1,7,11,6,46
1,A1-1-3,28,7,4,37
1,A1-1-4,28,7,4,37
1,A1-1-5,24,10,4,33
1,A1-1-6,23,6,3,32
1,A1-1-7,27,9,4,36
1,A1-1-8,8,14,6,47
1,A1-2-1,23,5,3,32
1,A1-2-2,23,8,5,32
1,A1-2-3,30,12,7,39
1,A1-2-4,29,7,5,38
1,A1-2-5,9,19,6,48
1,A1-2-7,27,10,4,36
1,A1-2-8,2,12,7,41
1,A1-3-1,4,13,7,43
1,A1-3-2,30,7,4,39
1,A1-3-3,2,9,5,41
1,A1-3-4,23,8,3,32
1,A1-3-5,16,5,2,25
1,A1-3-6,20,7,2,29
1,A1-3-8,3,14,8,42
1,A1-4-1,21,4,2,30
1,A1-4-2,22,6,5,31
1,A1-4-3,22,6,5,31
1,A1-4-4,27,7,4,36
1,A1-4-5,25,6,3,34
1,A1-4-7,16,5,2,25
1,A1-5-1,20,5,3,29
1,A1-5-2,25,6,2,34
1,A1-5-3,9,16,7,48
1,A1-5-5,27,5,3,36
1,A1-5-6,16,4,3,25
1,A1-6-3,4,13,6,43
1,A1-6-5,21,5,2,30
1,A1-6-6,2,7,4,41
1,A1-6-7,25,6,3,34
1,A1-7-1,7,17,8,46
1,A1-7-2,21,7,4,30
1,A1-7-3,4,8,5,43
1,A1-7-5,16,5,4,25
1,A1-7-7,29,9,4,38
1,A1-7-8,11,11,6,20
1,A1-8-2,25,11,4,34
1,A1-8-3,18,5,2,27
1,A1-8-5,25,10,5,34
1,A1-8-7,27,7,2,36
1,A1-9-2,27,9,5,36
1,A1-9-3,27,7,5,36
1,A1-9-5,24,7,4,33
1,A1-9-6,20,5,2,29
1,A1-9-7,16,4,4,25
1,A1-9-8,21,6,2,30
1,A1-10-2,16,5,3,25
1,A1-10-3,20,4,2,29
1,A1-11-1,7,9,6,46
1,A1-11-3,25,4,3,34
1,A1-11-4,24,7,4,33
1,A1-11-5,18,5,2,27
1,A1-11-6,27,5,2,36
1,A1-11-8,28,6,4,37
1,A1-12-1,28,10,4,37
1,A1-12-2,19,5,2,28
1,A1-12-3,27,12,7,36
1,A1-12-4,24,7,3,33
1,A1-12-5,18,4,2,27
1,A1-12-6,21,7,4,30
1,A1-12-7,1,6,4,40
1,A1-12-8,29,9,5,38
1,A1-13-2,24,9,6,33
1,A1-13-3,3,6,4,42
1,A1-13-4,25,7,5,34
1,A1-13-5,21,7,4,30
1,A1-13-6,18,5,4,27
1,A1-13-7,20,5,2,29
1,A1-13-8,20,6,3,29
1,A1-14-2,16,6,2,25
1,A1-14-3,24,10,9,33
1,A1-14-5,22,7,5,31
1,A1-14-6,19,6,3,28
1,A1-14-7,22,4,3,31
1,A1-15-1,29,7,5,38
1,A1-15-2,2,9,5,41
1,A1-15-3,25,8,6,34
1,A1-15-5,20,6,5,29
1,A1-15-7,17,4,3,26
1,A1-15-8,16,5,2,25
2,A2-1-1,21,7,4,30
2,A2-1-2,2,9,8,41
2,A2-1-3,16,4,3,25
2,A2-1-4,4,12,8,43
2,A2-1-5,17,5,4,26
2,A2-1-6,22,7,3,31
2,A2-1-7,3,8,6,42
2,A2-1-8,16,5,2,25
2,A2-2-1,20,8,5,29
2,A2-2-2,15,4,2,24
2,A2-2-3,18,5,2,27
2,A2-2-5,28,9,5,37
2,A2-2-6,21,8,6,30
2,A2-2-7,19,8,5,28
2,A2-2-8,27,7,11,36
2,A2-3-1,23,8,4,32
2,A2-3-2,22,8,3,31
2,A2-3-4,21,7,3,30
2,A2-3-5,20,6,5,29
2,A2-3-6,20,7,5,29
2,A2-3-7,21,8,5,30
2,A2-3-8,20,7,4,29
2,A2-4-1,22,5,5,31
2,A2-4-3,21,9,6,30
2,A2-4-6,25,5,3,34
2,A2-4-7,17,5,2,26
2,A2-4-8,22,10,5,31
2,A2-5-1,27,9,5,36
2,A2-5-2,19,5,3,28
2,A2-5-3,25,8,5,34
2,A2-5-4,22,6,3,31
2,A2-5-5,20,5,3,29
2,A2-5-6,20,5,3,29
2,A2-5-7,19,4,2,28
2,A2-5-8,27,7,4,36
2,A2-6-1,1,11,5,40
2,A2-6-2,21,8,6,30
2,A2-6-3,18,5,2,27
2,A2-6-5,19,6,3,28
2,A2-6-6,23,5,4,32
2,A2-6-7,18,6,5,27
2,A2-6-8,27,9,5,36
2,A2-7-1,17,5,3,26
2,A2-7-2,23,8,5,32
2,A2-7-3,24,6,3,33
2,A2-7-4,24,8,5,33
2,A2-7-5,28,13,8,37
2,A2-7-6,21,7,4,30
2,A2-7-7,14,4,2,23
2,A2-7-8,20,5,3,29
2,A2-8-1,21,8,5,30
2,A2-8-2,23,7,5,32
2,A2-8-3,23,8,6,32
2,A2-8-4,22,5,4,31
2,A2-8-5,30,9,4,39
2,A2-8-6,27,14,7,36
2,A2-8-7,29,9,5,38
2,A2-8-8,27,9,6,36
2,A2-9-1,19,4,3,28
2,A2-9-2,27,13,4,36
2,A2-9-3,14,4,2,23
2,A2-9-4,18,6,2,27
2,A2-9-5,24,9,4,33
2,A2-9-6,28,9,6,37
2,A2-9-7,17,5,2,26
2,A2-9-8,28,7,5,37
2,A2-10-1,23,9,5,32
2,A2-10-2,27,7,5,36
2,A2-10-3,25,6,4,34
2,A2-10-4,22,6,4,31
2,A2-10-5,20,4,2,29
2,A2-10-6,28,6,3,37
2,A2-10-7,15,4,2,24
2,A2-10-8,24,9,4,33
2,A2-11-2,27,11,5,36
2,A2-11-4,28,14,7,37
2,A2-11-5,20,5,2,29
2,A2-11-6,20,6,3,29
2,A2-11-7,20,7,6,29
2,A2-11-8,20,5,3,29
2,A2-12-1,23,6,3,32
2,A2-12-2,27,8,6,36
2,A2-12-3,24,5,3,33
2,A2-12-4,2,7,5,41
2,A2-12-5,25,7,5,34
2,A2-12-6,24,7,4,33
2,A2-12-7,21,5,3,30
2,A2-13-1,15,5,3,24
2,A2-13-2,20,4,3,29
2,A2-13-3,24,10,5,33
2,A2-13-4,22,9,5,31
2,A2-13-5,20,4,3,29
2,A2-13-6,25,8,6,34
2,A2-13-7,23,9,4,32
2,A2-13-8,16,5,2,25
2,A2-14-1,22,6,5,31
2,A2-14-2,22,8,6,31
2,A2-14-3,19,6,5,28
2,A2-14-4,8,14,8,47
2,A2-14-5,4,11,6,43
2,A2-14-6,20,4,3,29
2,A2-14-7,1,16,11,40
2,A2-14-8,2,15,6,41
2,A2-15-1,21,10,5,30
2,A2-15-2,29,16,7,38
2,A2-15-3,25,9,5,34
2,A2-15-4,30,10,4,39
2,A2-15-5,27,9,5,36
2,A2-15-6,16,5,2,25
2,A2-15-7,19,5,3,28
2,A2-15-8,23,6,3,32
3,A3-1-1,24,8,5,33
3,A3-1-3,24,10,7,33
3,A3-1-4,28,9,5,37
3,A3-1-5,20,6,3,29
3,A3-1-6,18,6,4,27
3,A3-1-7,3,17,8,42
3,A3-1-8,24,10,5,33
3,A3-2-1,22,8,5,31
3,A3-2-2,28,8,7,37
3,A3-2-3,29,9,5,38
3,A3-2-4,24,6,3,33
3,A3-2-5,28,6,4,37
3,A3-2-7,28,7,4,37
3,A3-2-8,27,9,4,36
3,A3-3-1,17,5,3,26
3,A3-3-2,1,12,7,40
3,A3-3-3,18,5,3,27
3,A3-3-4,24,6,4,33
3,A3-3-5,1,7,4,40
3,A3-3-6,27,10,5,36
3,A3-3-7,25,6,3,34
3,A3-3-8,3,11,9,42
3,A3-4-1,20,6,4,29
3,A3-4-2,22,5,4,31
3,A3-4-3,3,9,5,42
3,A3-4-4,24,9,3,33
3,A3-4-6,24,9,5,33
3,A3-4-7,28,9,4,37
3,A3-4-8,25,10,5,34
3,A3-5-1,3,9,4,42
3,A3-5-3,2,8,4,41
3,A3-5-4,22,6,4,31
3,A3-5-5,28,6,4,37
3,A3-5-6,27,6,3,36
3,A3-5-7,28,4,2,37
3,A3-5-8,3,16,3,42
3,A3-6-1,28,9,5,37
3,A3-6-2,25,7,3,34
3,A3-6-3,28,12,6,37
3,A3-6-4,24,8,3,33
3,A3-6-5,20,5,2,29
3,A3-6-6,25,6,3,34
3,A3-6-7,28,5,3,37
3,A3-6-8,25,9,5,34
3,A3-7-1,20,7,5,29
3,A3-7-2,18,5,2,27
3,A3-7-3,20,8,4,29
3,A3-7-4,21,8,4,30
3,A3-7-5,29,9,4,38
3,A3-7-6,28,7,3,37
3,A3-7-7,22,4,3,31
3,A3-7-8,28,9,4,37
3,A3-8-1,27,11,4,36
3,A3-8-2,17,5,3,26
3,A3-8-3,28,10,7,37
3,A3-8-4,19,5,2,28
3,A3-8-5,23,12,5,32
3,A3-8-6,25,8,4,34
3,A3-8-7,27,9,5,36
3,A3-8-8,27,11,5,36
3,A3-9-1,23,5,4,32
3,A3-9-2,27,9,5,36
3,A3-9-4,22,5,2,31
3,A3-9-5,28,9,5,37
3,A3-9-6,21,7,4,30
3,A3-9-7,25,10,5,34
3,A3-9-8,30,7,4,39
3,A3-10-1,21,7,4,30
3,A3-10-2,21,5,3,30
3,A3-10-3,28,6,3,37
3,A3-10-4,23,7,3,32
3,A3-10-5,24,6,4,33
3,A3-10-6,21,5,3,30
3,A3-10-8,21,7,4,30
3,A3-11-1,27,10,5,36
3,A3-11-2,19,6,3,28
3,A3-11-3,21,5,3,30
3,A3-11-4,27,11,5,36
3,A3-11-5,22,8,4,31
3,A3-11-6,6,21,7,45
3,A3-11-7,21,6,3,30
3,A3-11-8,28,10,5,37
3,A3-12-1,21,4,3,30
3,A3-12-2,28,10,5,37
3,A3-12-3,20,5,3,29
3,A3-12-4,30,7,5,39
3,A3-12-5,18,5,2,27
3,A3-12-6,21,8,5,30
3,A3-12-7,23,7,4,32
3,A3-12-8,25,10,5,34
3,A3-13-1,27,6,4,36
3,A3-13-2,25,13,6,34
3,A3-13-3,22,7,5,31
3,A3-13-4,25,8,5,34
3,A3-13-6,5,9,5,44
3,A3-13-7,30,10,6,39
3,A3-13-8,28,8,4,37
3,A3-14-3,27,7,4,36
3,A3-14-4,29,10,5,38
3,A3-14-5,20,6,3,29
3,A3-14-7,21,6,4,30
3,A3-14-8,27,9,4,36
3,A3-15-1,17,4,3,26
3,A3-15-4,4,9,5,43
3,A3-15-5,4,10,5,43
3,A3-15-6,28,9,4,37
4,A4-1-1,22,7,4,31
4,A4-1-2,1,10,5,40
4,A4-1-3,28,10,5,37
4,A4-1-4,27,4,3,36
4,A4-1-5,20,6,2,29
4,A4-1-6,28,4,2,37
4,A4-1-7,2,13,4,41
4,A4-1-8,3,9,6,42
4,A4-2-1,28,4,2,37
4,A4-2-2,4,8,3,43
4,A4-2-4,28,8,6,37
4,A4-2-5,22,8,4,31
4,A4-2-6,23,8,3,32
4,A4-2-7,29,11,5,38
4,A4-3-1,19,5,2,28
4,A4-3-2,25,10,7,34
4,A4-3-3,20,5,4,29
4,A4-3-4,27,9,4,36
4,A4-3-5,20,5,3,29
4,A4-3-6,21,8,3,30
4,A4-3-7,25,8,4,34
4,A4-3-8,29,9,3,38
4,A4-4-1,22,8,4,31
4,A4-4-3,29,9,5,38
4,A4-4-4,17,5,2,26
4,A4-4-5,20,4,2,29
4,A4-4-6,24,7,4,33
4,A4-4-7,24,9,6,33
4,A4-4-8,19,5,3,28
4,A4-5-1,5,17,7,44
4,A4-5-2,3,9,6,42
4,A4-5-3,1,7,6,40
4,A4-5-4,23,8,7,32
4,A4-5-5,22,5,3,31
4,A4-5-6,25,10,5,34
4,A4-5-7,27,4,4,36
4,A4-5-8,2,11,5,41
4,A4-6-1,28,8,5,37
4,A4-6-2,28,13,7,37
4,A4-6-3,21,5,3,30
4,A4-6-4,29,12,8,38
4,A4-6-5,21,6,5,30
4,A4-6-6,22,4,3,31
4,A4-6-7,25,7,4,34
4,A4-6-8,1,8,5,40
4,A4-7-1,25,8,4,34
4,A4-7-2,28,9,6,37
4,A4-7-3,29,9,4,38
4,A4-7-4,2,11,6,41
4,A4-7-5,24,7,5,33
4,A4-7-7,28,13,6,37
4,A4-7-8,29,7,2,38
4,A4-8-1,19,5,3,28
4,A4-8-2,22,8,5,31
4,A4-8-3,5,14,7,44
4,A4-8-4,20,5,3,29
4,A4-8-5,24,6,4,33
4,A4-8-6,28,10,4,37
4,A4-8-7,5,17,9,44
4,A4-8-8,28,13,5,37
4,A4-9-1,4,18,7,43
4,A4-9-2,25,7,5,34
4,A4-9-3,3,8,5,42
4,A4-9-4,27,10,5,36
4,A4-9-5,1,8,5,40
4,A4-9-6,29,12,6,38
4,A4-9-7,24,4,3,33
4,A4-9-8,27,8,4,36
4,A4-10-1,27,9,5,36
4,A4-10-2,25,9,5,34
4,A4-10-3,29,9,6,38
4,A4-10-4,25,8,5,34
4,A4-10-5,24,8,4,33
4,A4-10-6,21,4,2,30
4,A4-10-7,28,12,5,37
4,A4-10-8,22,5,3,31
4,A4-11-1,21,5,2,30
4,A4-11-2,25,5,3,34
4,A4-11-3,27,9,5,36
4,A4-11-4,20,4,3,29
4,A4-11-5,9,16,8,48
4,A4-11-6,17,4,2,26
4,A4-11-7,27,9,5,36
4,A4-11-8,21,6,3,30
4,A4-12-1,22,7,4,31
4,A4-12-2,29,8,5,38
4,A4-12-3,28,11,7,37
4,A4-12-4,22,5,3,31
4,A4-12-5,27,12,6,36
4,A4-12-6,23,9,5,32
4,A4-12-7,22,8,5,31
4,A4-12-8,20,5,3,29
4,A4-13-1,24,6,3,33
4,A4-13-2,24,8,4,33
4,A4-13-3,3,11,6,42
4,A4-13-4,29,9,6,38
4,A4-13-5,29,11,5,38
4,A4-13-6,19,5,3,28
4,A4-13-7,26,10,5,35
4,A4-13-8,25,9,6,34
4,A4-14-1,25,6,4,34
4,A4-14-2,23,4,2,32
4,A4-14-3,23,5,4,32
4,A4-14-4,27,6,4,36
4,A4-14-5,20,5,4,29
4,A4-14-6,23,8,5,32
4,A4-14-7,24,7,4,33
4,A4-14-8,23,4,3,32
4,A4-15-1,21,8,5,30
4,A4-15-2,17,6,3,26
4,A4-15-3,24,8,4,33
4,A4-15-4,19,4,3,28
4,A4-15-5,28,5,2,37
4,A4-15-6,23,8,4,32
4,A4-15-7,27,10,4,36
4,A4-15-8,24,6,3,33
5,B1-1-1,18,4,2,27
5,B1-1-2,29,12,6,38
5,B1-1-3,19,5,4,28
5,B1-1-4,3,7,2,42
5,B1-1-5,1,12,7,40
5,B1-1-6,9,14,6,48
5,B1-1-7,4,9,5,43
5,B1-1-8,24,6,2,33
5,B1-2-1,25,7,5,34
5,B1-2-2,27,12,6,36
5,B1-2-3,29,9,6,38
5,B1-2-4,26,8,4,35
5,B1-2-5,22,7,3,31
5,B1-2-6,5,16,8,44
5,B1-2-8,28,5,3,37
5,B1-3-2,27,9,5,36
5,B1-3-3,29,7,4,38
5,B1-3-4,24,9,4,33
5,B1-3-5,23,6,3,32
5,B1-3-6,17,5,2,26
5,B1-3-7,23,8,3,32
5,B1-3-8,7,16,7,46
5,B1-4-2,21,6,4,30
5,B1-4-3,28,10,7,37
5,B1-4-4,24,7,3,33
5,B1-4-5,23,6,4,32
5,B1-4-6,25,8,5,34
5,B1-4-7,1,14,7,40
5,B1-4-8,23,5,5,32
5,B1-5-1,28,9,7,37
5,B1-5-5,28,7,3,37
5,B1-5-6,2,8,4,41
5,B1-5-7,2,6,6,41
5,B1-5-8,30,6,4,39
5,B1-6-1,23,5,2,32
5,B1-6-2,16,5,2,25
5,B1-6-3,29,8,6,38
5,B1-6-4,1,6,5,40
5,B1-6-6,7,12,7,46
5,B1-6-7,28,8,5,37
5,B1-7-1,4,11,6,43
5,B1-7-2,24,7,6,33
5,B1-7-3,23,6,3,32
5,B1-7-4,29,11,6,38
5,B1-7-5,28,12,5,37
5,B1-7-6,28,11,6,37
5,B1-7-7,28,11,7,37
5,B1-7-8,18,6,4,27
5,B1-8-1,6,17,7,45
5,B1-8-2,5,10,5,44
5,B1-8-3,27,11,5,36
5,B1-8-4,20,6,4,29
5,B1-8-5,26,7,4,35
5,B1-8-6,24,8,4,33
5,B1-8-7,28,11,5,37
5,B1-9-1,3,11,7,42
5,B1-9-2,28,12,7,37
5,B1-9-3,16,5,2,25
5,B1-9-4,25,10,6,34
5,B1-9-5,20,7,3,29
5,B1-9-6,26,10,7,35
5,B1-9-7,24,8,5,33
5,B1-9-8,17,4,2,26
5,B1-10-1,22,6,4,31
5,B1-10-2,22,6,3,31
5,B1-10-3,28,8,4,37
5,B1-10-6,29,13,5,38
5,B1-10-7,5,10,8,44
5,B1-10-8,22,8,5,31
5,B1-11-1,27,7,5,36
5,B1-11-3,28,12,8,37
5,B1-11-4,22,6,2,31
5,B1-11-5,29,4,6,38
5,B1-11-6,5,7,4,44
5,B1-11-8,19,4,2,28
5,B1-12-1,28,8,9,37
5,B1-12-2,21,6,4,30
5,B1-12-3,18,6,3,27
5,B1-12-4,19,5,3,28
5,B1-12-5,17,6,3,26
5,B1-12-6,20,7,4,29
5,B1-12-7,23,5,5,32
5,B1-12-8,17,5,3,26
5,B1-13-2,23,9,4,32
5,B1-13-3,27,11,6,36
5,B1-13-4,18,6,3,27
5,B1-13-5,24,6,4,33
5,B1-13-6,18,6,4,27
5,B1-13-7,22,8,4,31
5,B1-14-1,27,5,3,36
5,B1-14-2,26,6,3,35
5,B1-14-3,20,6,3,29
5,B1-14-4,20,6,2,29
5,B1-14-5,2,19,6,41
5,B1-14-6,22,6,5,31
5,B1-14-7,5,13,5,44
5,B1-14-8,23,5,4,32
5,B1-15-1,19,6,3,28
5,B1-15-2,28,10,6,37
5,B1-15-4,26,9,5,35
5,B1-15-5,29,10,5,38
5,B1-15-6,17,4,3,26
6,B2-1-1,25,8,5,34
6,B2-1-2,3,10,6,42
6,B2-1-3,23,6,4,32
6,B2-1-4,21,9,6,30
6,B2-1-5,20,8,5,29
6,B2-1-6,1,11,6,40
6,B2-1-7,28,8,6,37
6,B2-1-8,20,8,3,29
6,B2-2-1,24,8,5,33
6,B2-2-2,27,8,3,36
6,B2-2-3,11,24,9,20
6,B2-2-4,16,5,3,25
6,B2-2-5,16,6,2,25
6,B2-2-6,25,10,6,34
6,B2-2-7,18,6,3,27
6,B2-3-1,3,19,8,42
6,B2-3-2,27,11,5,36
6,B2-3-4,25,11,5,34
6,B2-3-5,3,14,8,42
6,B2-3-6,24,6,3,33
6,B2-3-7,30,8,3,39
6,B2-3-8,19,5,2,28
6,B2-4-1,24,12,6,33
6,B2-4-2,18,7,4,27
6,B2-4-3,18,6,3,27
6,B2-4-4,6,18,7,45
6,B2-4-5,19,6,3,28
6,B2-4-6,18,6,2,27
6,B2-4-7,24,9,5,33
6,B2-5-1,18,6,5,27
6,B2-5-6,30,6,5,39
6,B2-5-7,25,7,4,34
6,B2-5-8,2,9,6,41
6,B2-6-1,5,13,5,44
6,B2-6-2,22,7,4,31
6,B2-6-3,18,6,4,27
6,B2-6-5,20,5,3,29
6,B2-6-6,26,5,5,35
6,B2-6-7,29,9,6,38
6,B2-6-8,22,6,4,31
6,B2-7-1,17,6,2,26
6,B2-7-2,29,12,5,38
6,B2-7-3,28,9,6,37
6,B2-7-4,28,11,7,37
6,B2-7-5,24,8,5,33
6,B2-7-6,26,6,4,35
6,B2-7-7,26,11,5,35
6,B2-7-8,28,9,5,37
6,B2-8-1,20,4,2,29
6,B2-8-2,24,13,6,33
6,B2-8-3,16,6,3,25
6,B2-8-4,23,5,3,32
6,B2-8-5,17,5,3,26
6,B2-8-6,14,4,2,23
6,B2-8-7,17,4,2,26
6,B2-8-8,27,13,5,36
6,B2-9-1,23,5,4,32
6,B2-9-2,26,11,5,35
6,B2-9-3,28,8,5,37
6,B2-9-4,28,11,5,37
6,B2-9-5,4,12,6,43
6,B2-9-6,29,6,6,38
6,B2-9-7,21,9,6,30
6,B2-9-8,3,7,7,42
6,B2-10-1,28,11,6,37
6,B2-10-2,22,8,4,31
6,B2-10-3,2,13,5,41
6,B2-10-5,27,6,5,36
6,B2-10-6,25,11,7,34
6,B2-10-7,4,12,6,43
6,B2-10-8,20,5,2,29
6,B2-11-1,7,10,5,46
6,B2-11-2,3,12,6,42
6,B2-11-3,25,5,3,34
6,B2-11-4,28,15,6,37
6,B2-11-5,23,4,3,32
6,B2-11-6,28,11,6,37
6,B2-11-7,6,6,4,45
6,B2-11-8,7,10,5,46
6,B2-12-1,21,6,4,30
6,B2-12-2,20,7,5,29
6,B2-12-3,29,13,5,38
6,B2-12-4,28,12,5,37
6,B2-12-5,29,8,6,38
6,B2-12-6,16,4,2,25
6,B2-12-7,28,5,3,37
6,B2-12-8,28,9,5,37
6,B2-13-1,17,4,2,26
6,B2-13-2,19,5,3,28
6,B2-13-3,20,6,4,29
6,B2-13-4,26,4,3,35
6,B2-13-5,28,9,5,37
6,B2-13-6,2,15,7,41
6,B2-13-7,22,7,5,31
6,B2-13-8,22,7,5,31
6,B2-14-1,28,13,5,37
6,B2-14-2,27,5,3,36
6,B2-14-3,23,7,5,32
6,B2-14-4,18,5,2,27
6,B2-14-5,5,10,6,44
6,B2-14-6,27,9,4,36
6,B2-14-7,22,6,3,31
6,B2-14-8,30,13,9,39
6,B2-15-1,22,7,3,31
6,B2-15-2,28,10,6,37
6,B2-15-3,7,10,5,46
6,B2-15-5,21,7,5,30
6,B2-15-6,29,8,4,38
6,B2-15-7,20,4,2,29
6,B2-15-8,2,14,8,41
7,B3-1-1,29,10,5,38
7,B3-1-3,16,4,3,25
7,B3-1-4,1,14,4,40
7,B3-1-5,20,6,5,29
7,B3-1-6,26,6,5,35
7,B3-1-7,28,10,5,37
7,B3-1-8,20,6,3,29
7,B3-2-2,20,9,5,29
7,B3-2-3,20,6,4,29
7,B3-2-4,5,7,3,44
7,B3-2-5,24,10,7,33
7,B3-2-6,29,6,5,38
7,B3-2-7,22,4,3,31
7,B3-2-8,18,5,3,27
7,B3-3-1,19,4,3,28
7,B3-3-2,11,8,5,20
7,B3-3-3,18,5,3,27
7,B3-3-4,26,10,5,35
7,B3-3-5,17,5,3,26
7,B3-3-6,22,8,5,31
7,B3-3-7,28,8,4,37
7,B3-3-8,22,5,2,31
7,B3-4-1,27,9,6,36
7,B3-4-3,21,8,5,30
7,B3-4-4,28,15,6,37
7,B3-4-5,19,5,3,28
7,B3-4-6,25,6,5,34
7,B3-4-7,25,9,6,34
7,B3-4-8,21,10,5,30
7,B3-5-1,28,12,5,37
7,B3-5-2,3,18,7,42
7,B3-5-3,28,7,6,37
7,B3-5-4,24,6,4,33
7,B3-5-5,24,6,4,33
7,B3-5-6,29,5,3,38
7,B3-5-7,4,12,7,43
7,B3-5-8,27,9,4,36
7,B3-6-1,24,10,5,33
7,B3-6-2,19,7,4,28
7,B3-6-3,24,6,3,33
7,B3-6-4,25,10,4,34
7,B3-6-5,17,5,3,26
7,B3-6-6,18,5,3,27
7,B3-6-7,18,5,3,27
7,B3-6-8,22,4,1,31
7,B3-7-1,16,5,3,25
7,B3-7-2,18,7,4,27
7,B3-7-4,18,6,3,27
7,B3-7-5,18,6,3,27
7,B3-7-6,23,4,2,32
7,B3-7-7,3,6,5,42
7,B3-7-8,20,4,3,29
7,B3-8-1,29,8,7,38
7,B3-8-2,23,8,6,32
7,B3-8-3,22,9,5,31
7,B3-8-4,23,8,4,32
7,B3-8-5,24,7,6,33
7,B3-8-6,16,4,2,25
7,B3-8-7,22,10,6,31
7,B3-8-8,17,6,3,26
7,B3-9-1,2,15,5,41
7,B3-9-2,26,6,4,35
7,B3-9-3,25,10,5,34
7,B3-9-4,20,6,2,29
7,B3-9-5,26,11,7,35
7,B3-9-6,29,13,6,38
7,B3-9-7,23,5,3,32
7,B3-9-8,23,5,3,32
7,B3-10-1,2,11,7,41
7,B3-10-2,24,8,4,33
7,B3-10-3,14,4,3,23
7,B3-10-4,22,9,5,31
7,B3-10-5,3,6,5,42
7,B3-10-6,3,8,5,42
7,B3-10-7,23,8,5,32
7,B3-10-8,29,5,3,38
7,B3-11-1,3,12,6,42
7,B3-11-2,25,8,4,34
7,B3-11-3,10,15,8,49
7,B3-11-4,24,8,5,33
7,B3-11-5,28,12,7,37
7,B3-11-6,27,9,4,36
7,B3-11-7,18,5,3,27
7,B3-11-8,20,4,2,29
7,B3-12-1,24,5,4,33
7,B3-12-2,1,13,6,40
7,B3-12-3,25,10,7,34
7,B3-12-4,16,5,3,25
7,B3-12-5,28,10,5,37
7,B3-12-6,18,6,4,27
7,B3-12-7,25,6,5,34
7,B3-12-8,5,12,6,44
7,B3-13-1,16,5,3,25
7,B3-13-2,16,6,3,25
7,B3-13-3,3,6,4,42
7,B3-13-4,22,6,3,31
7,B3-13-5,20,7,5,29
7,B3-13-6,18,6,3,27
7,B3-13-7,4,12,7,43
7,B3-13-8,16,4,4,25
7,B3-14-1,16,5,3,25
7,B3-14-2,24,8,5,33
7,B3-14-3,20,6,3,29
7,B3-14-4,20,5,4,29
7,B3-14-5,17,5,2,26
7,B3-14-6,22,5,2,31
7,B3-14-7,20,4,3,29
7,B3-15-1,19,6,3,28
7,B3-15-2,24,8,4,33
7,B3-15-3,22,9,5,31
7,B3-15-4,29,10,6,38
7,B3-15-5,23,8,5,32
7,B3-15-6,25,8,6,34
7,B3-15-7,28,8,4,37
7,B3-15-8,26,6,3,35
8,B4-1-1,25,6,5,34
8,B4-1-2,28,8,4,37
8,B4-1-3,9,15,6,48
8,B4-1-4,25,8,5,34
8,B4-1-5,28,10,7,37
8,B4-1-6,4,10,5,43
8,B4-1-7,6,12,6,45
8,B4-1-8,29,7,6,38
8,B4-2-1,25,8,5,34
8,B4-2-2,17,5,3,26
8,B4-2-3,9,13,7,48
8,B4-2-5,29,14,6,38
8,B4-2-6,23,7,5,32
8,B4-2-7,24,6,6,33
8,B4-2-8,25,5,3,34
8,B4-3-1,25,4,5,34
8,B4-3-2,23,5,3,32
8,B4-3-3,20,7,5,29
8,B4-3-5,25,10,5,34
8,B4-3-6,22,6,4,31
8,B4-3-7,4,13,4,43
8,B4-4-1,18,5,3,27
8,B4-4-2,8,20,8,47
8,B4-4-3,28,10,7,37
8,B4-4-4,26,6,3,35
8,B4-4-5,17,11,5,26
8,B4-4-6,24,7,4,33
8,B4-4-7,24,8,5,33
8,B4-4-8,23,6,5,32
8,B4-5-1,1,11,5,40
8,B4-5-2,19,5,3,28
8,B4-5-3,19,5,2,28
8,B4-5-4,26,7,4,35
8,B4-5-5,20,7,4,29
8,B4-5-7,26,8,4,35
8,B4-5-8,19,5,2,28
8,B4-6-1,28,12,6,37
8,B4-6-2,23,9,6,32
8,B4-6-3,26,7,5,35
8,B4-6-5,6,12,6,45
8,B4-6-6,1,7,7,40
8,B4-6-7,9,11,6,48
8,B4-6-8,27,6,3,36
8,B4-7-1,29,8,5,38
8,B4-7-3,24,11,5,33
8,B4-7-4,27,7,4,36
8,B4-7-5,25,6,6,34
8,B4-7-6,21,9,5,30
8,B4-7-7,20,5,3,29
8,B4-7-8,6,16,6,45
8,B4-8-1,20,7,4,29
8,B4-8-2,3,20,7,42
8,B4-8-3,4,10,6,43
8,B4-8-4,18,5,4,27
8,B4-8-5,29,13,5,38
8,B4-8-6,18,5,2,27
8,B4-8-7,28,10,5,37
8,B4-8-8,19,5,3,28
8,B4-9-1,19,6,4,28
8,B4-9-2,23,5,2,32
8,B4-9-3,16,5,1,25
8,B4-9-4,29,6,5,38
8,B4-9-5,20,6,4,29
8,B4-9-7,23,8,5,32
8,B4-10-1,20,5,3,29
8,B4-10-2,2,9,6,41
8,B4-10-3,25,10,5,34
8,B4-10-4,20,5,3,29
8,B4-10-6,22,6,3,31
8,B4-10-7,20,5,3,29
8,B4-10-8,23,5,3,32
8,B4-11-1,27,11,5,36
8,B4-11-2,22,5,3,31
8,B4-11-3,20,5,3,29
8,B4-11-4,22,9,5,31
8,B4-11-5,4,14,5,43
